"","animal","dam","sire"
"12374",7128,7096,9438
"12375",13688,5809,9178
"12376",5759,822,9438
"12377",13606,13344,6719
"12378",9804,13843,7095
"12379",6644,13164,9438
"12380",11943,64,7884
"12381",9573,7473,5995
"12382",7844,6334,3664
"12383",6299,6656,4400
"12384",3152,1977,7377
"12385",649,10197,10229
"12386",609,5439,11778
"12387",1399,5166,6719
"12388",1957,NA,10955
"12389",7746,NA,8296
"12390",2351,11652,4400
"12391",3440,3122,7095
"12392",12466,7944,4400
"12393",4768,8515,4400
"12394",8295,1706,501
"12395",4432,6232,4400
"12396",8621,6232,4400
"12397",9150,8014,4646
"12398",2403,5439,10696
"12399",6512,3569,9178
"12400",4758,3569,9178
"12401",8785,11268,4646
"12402",2811,10029,11629
"12403",11518,7211,4400
"12404",7521,6413,4400
"12405",13080,11275,10415
"12406",1042,6172,6719
"12407",9442,4481,4400
"12408",5205,8301,6719
"12409",7263,12012,5926
"12410",78,12012,5926
"12411",8794,37,8610
"12412",87,2559,9178
"12413",6339,3481,1607
"12414",10222,3100,9178
"12415",12575,1663,4977
"12416",2302,1803,9999
"12417",12079,9737,4400
"12418",1951,6985,8219
"12419",4034,6985,4400
"12420",4843,13164,4646
"12421",7302,8806,9178
"12422",10952,7779,9178
"12423",7880,13780,9178
"12424",12846,7099,9178
"12425",12136,13246,12665
"12426",1835,11558,10229
"12427",9159,8301,6719
"12428",3815,10088,NA
"12429",449,8989,9178
"12430",9810,13702,4400
"12431",271,12256,11225
"12432",1987,9518,521
"12433",5536,2659,9178
"12434",13917,4840,11225
"12435",1038,11712,10193
"12436",12153,13707,521
"12437",11057,12918,7249
"12438",8305,4131,8083
"12439",3979,4131,8083
"12440",11336,11980,NA
"12441",4069,5648,NA
"12442",8533,1137,4400
"12443",11755,11209,586
"12444",7902,8346,NA
"12445",2438,6645,4400
"12446",12540,11230,9178
"12447",6564,4722,4400
"12448",5197,4722,4400
"12449",2600,6660,NA
"12450",7084,7908,11225
"12451",7709,12996,7377
"12452",13576,NA,5926
"12453",8292,14264,4400
"12454",9423,11103,9178
"12455",9455,11233,2827
"12456",4684,11528,10229
"12457",5054,11558,10229
"12458",3975,5233,1607
"12459",7653,11465,9178
"12460",11763,13016,7377
"12461",6667,13360,4876
"12462",8761,13016,8296
"12463",222,8967,6291
"12464",6523,10177,13718
"12465",8187,12987,9438
"12466",7865,13853,NA
"12467",5737,14317,7377
"12468",6131,12012,2517
"12469",13624,37,7115
"12470",1236,10029,7155
"12471",10325,3122,13818
"12472",11893,6232,8092
"12473",6283,6232,567
"12474",1378,2165,7095
"12475",2611,9986,7884
"12476",1311,9986,567
"12477",2017,704,13718
"12478",12722,704,13718
"12479",12954,3379,4646
"12480",12285,681,6592
"12481",10253,390,3940
"12482",13491,9896,586
"12483",5338,3481,3535
"12484",1194,13843,3790
"12485",9204,12996,7155
"12486",477,10451,7377
"12487",692,1803,2109
"12488",8252,996,10082
"12489",6440,2464,13718
"12490",9879,3171,2782
"12491",13988,11604,7884
"12492",13200,13344,586
"12493",6296,5568,6472
"12494",561,3813,524
"12495",4281,8791,7980
"12496",972,NA,7377
"12497",1479,13246,7155
"12498",5058,7414,7377
"12499",7273,8323,13799
"12500",76,3704,8092
"12501",9681,4405,4646
"12502",5843,13336,13301
"12503",2211,1792,4646
"12504",13257,NA,7377
"12505",4043,NA,1916
"12506",1466,13702,4646
"12507",5293,4769,NA
"12508",10808,12256,4646
"12509",9525,3525,2827
"12510",8911,13780,4479
"12511",7063,704,13718
"12512",9093,12012,4646
"12513",8740,565,4646
"12514",10047,11728,12530
"12515",2219,3122,11098
"12516",1254,3704,5371
"12517",9551,8791,2599
"12518",1616,8301,521
"12519",9692,37,8092
"12520",8554,3100,12530
"12521",387,3481,9438
"12522",7707,5439,9999
"12523",3916,12786,9438
"12524",2651,11236,586
"12525",1391,2165,4907
"12526",8242,4481,3523
"12527",4015,3825,8092
"12528",13234,5068,4646
"12529",4012,1806,3308
"12530",2176,681,12559
"12531",2724,NA,8083
"12532",6256,8955,12882
"12533",10114,376,13315
"12534",3016,502,8610
"12535",10413,2464,10591
"12536",8873,7096,9587
"12537",10850,11275,521
"12538",4284,12771,4646
"12539",1473,11641,14084
"12540",11679,NA,586
"12541",7936,9492,4646
"12542",5132,NA,8083
"12543",5988,1706,2517
"12544",13548,6413,586
"12545",63,8301,9655
"12546",403,8301,9655
"12547",1049,8791,9655
"12548",10053,2559,4646
"12549",14240,3122,13495
"12550",8566,3122,13039
"12551",6812,11728,2732
"12552",4913,1897,5889
"12553",8842,13246,2517
"12554",6185,12012,9655
"12555",10710,5439,8083
"12556",12911,9580,12530
"12557",10562,9559,12530
"12558",6011,13347,12530
"12559",9217,3171,12530
"12560",2277,386,10082
"12561",12048,8474,12530
"12562",3086,502,4646
"12563",12151,13894,13422
"12564",10215,1977,12530
"12565",5184,8955,8092
"12566",12585,2165,4117
"12567",4964,913,4646
"12568",4468,3825,2599
"12569",10876,1050,2732
"12570",14037,4404,586
"12571",10271,37,7980
"12572",8055,11233,4646
"12573",9872,14253,12530
"12574",5842,10009,3940
"12575",2773,376,14084
"12576",5376,11542,7839
"12577",1358,5112,586
"12578",1357,12461,NA
"12579",281,4164,2462
"12580",5827,7436,7839
"12581",1625,6806,9700
"12582",1919,1885,586
"12583",1430,12317,4646
"12584",5029,7096,NA
"12585",1902,10674,567
"12586",2672,11358,12203
"12587",331,4051,586
"12588",12661,5555,13422
"12589",1315,5633,NA
"12590",4833,4515,12530
"12591",3316,7228,12530
"12592",8850,12771,10415
"12593",11756,12771,10415
"12594",12646,13336,3410
"12595",1060,4783,4089
"12596",1206,4783,10082
"12597",10457,1142,8083
"12598",8715,NA,13422
"12599",3180,11728,13296
"12600",3328,1706,2517
"12601",908,7096,4465
"12602",9106,8955,12530
"12603",2318,681,NA
"12604",10516,10119,4646
"12605",992,6654,8083
"12606",1455,9580,4479
"12607",5192,537,5885
"12608",10593,7228,7839
"12609",3499,3171,7839
"12610",10713,3704,13296
"12611",6532,2375,4646
"12612",1032,4164,4907
"12613",6461,12996,12530
"12614",10824,6263,6529
"12615",9824,11033,13296
"12616",6614,12771,9700
"12617",13497,4728,12530
"12618",3859,1312,4646
"12619",11529,6593,7839
"12620",2715,2898,12530
"12621",8114,12991,13296
"12622",9761,3825,4089
"12623",5500,4464,12530
"12624",4453,13336,10082
"12625",4285,2464,5162
"12626",12946,911,4465
"12627",7820,5068,12530
"12628",14139,10674,12882
"12629",10417,11599,13296
"12630",12495,6806,8610
"12631",9378,NA,6529
"12632",7107,5555,2462
"12633",13525,12062,10082
"12634",2494,3842,586
"12635",10299,5994,12530
"12636",5930,9559,3940
"12637",4448,9559,3940
"12638",11160,224,13818
"12639",5228,5283,4646
"12640",12220,8791,5162
"12641",2936,7090,4465
"12642",8479,4791,7839
"12643",5674,2175,13818
"12644",2865,1803,13039
"12645",7692,3100,3940
"12646",393,5633,6472
"12647",5348,5439,13039
"12648",10116,10451,12530
"12649",11260,6212,7839
"12650",11642,3122,4646
"12651",10117,2381,13296
"12652",8040,13843,2599
"12653",4939,4783,2599
"12654",13951,7458,4646
"12655",11398,11591,NA
"12656",1495,10324,2517
"12657",10397,4481,8610
"12658",10787,11641,9700
"12659",8522,11641,4888
"12660",6422,12771,5590
"12661",2322,5568,3308
"12662",6793,704,586
"12663",5991,4639,9438
"12664",12200,1904,NA
"12665",12925,NA,7839
"12666",11945,NA,6239
"12667",6673,1267,586
"12668",7065,NA,11580
"12669",12465,565,4646
"12670",5966,13599,13296
"12671",1741,13246,9655
"12672",6451,10674,6472
"12673",13593,12771,567
"12674",8824,12012,9655
"12675",5946,10450,586
"12676",13154,8301,9655
"12677",11064,8301,9655
"12678",1831,9580,4646
"12679",5119,12461,2308
"12680",5728,2165,14004
"12681",14053,12062,8159
"12682",2620,14253,5885
"12683",17,12996,3830
"12684",1175,4164,13296
"12685",2998,13149,2827
"12686",5704,2464,6239
"12687",9974,3704,9655
"12688",4399,681,6472
"12689",12572,11591,6826
"12690",707,7641,12530
"12691",2393,7641,12530
"12692",4102,5068,4646
"12693",6741,5068,4646
"12694",478,6916,13296
"12695",7987,6916,13296
"12696",10465,3171,586
"12697",5819,10029,12530
"12698",1533,5568,NA
"12699",11454,502,4646
"12700",7334,13336,6472
"12701",7663,1312,586
"12702",12658,1977,2827
"12703",3582,13697,567
"12704",6510,10324,NA
"12705",8772,6645,567
"12706",6909,4660,4465
"12707",11261,NA,4465
"12708",4521,NA,586
"12709",2792,2228,12530
"12710",4328,6795,4646
"12711",5665,10025,NA
"12712",7583,5675,6239
"12713",7106,4616,3940
"12714",12729,NA,567
"12715",12804,7594,NA
"12716",10273,12012,NA
"12717",12277,6799,NA
"12718",2040,6799,NA
"12719",6084,681,NA
"12720",8854,342,NA
"12721",2727,2867,NA
"12722",13950,6500,NA
"12723",9160,8301,NA
"12724",3593,7892,NA
"12725",8505,2375,NA
"12726",12945,2375,NA
"12727",7091,11641,NA
"12728",9400,11641,NA
"12729",4112,3321,NA
"12730",7515,12062,NA
"12731",4931,14077,NA
"12732",1374,14077,NA
"12733",3797,3786,NA
"12734",9430,502,NA
"12735",8,5568,NA
"12736",10001,2464,NA
"12737",6650,10674,NA
"12738",4025,13246,NA
"12739",13698,12461,NA
"12740",10821,10029,NA
"12741",2298,502,NA
"12742",6236,11591,NA
"12743",11500,6538,NA
"12744",3338,7096,NA
"12745",5708,10428,NA
"12746",772,5233,NA
"12747",12704,386,NA
"12748",10538,5568,NA
"12749",4726,3825,NA
"12750",769,12268,NA
"12751",7507,13336,NA
"12752",12244,3704,NA
"12753",2654,3704,NA
"12754",7618,6806,NA
"12755",9462,4164,NA
"12756",4057,10324,NA
"12757",13674,2165,NA
"12758",13757,12996,NA
"12759",12855,4164,NA
"12760",3064,3765,NA
"12761",9120,3765,NA
"12762",5412,12771,NA
"12763",7836,2228,NA
"12764",402,502,NA
"12765",3973,502,NA
"12766",10065,12461,NA
"12767",10408,6538,NA
"12768",10236,10674,NA
"12769",5406,1285,NA
"12770",6674,12996,NA
"12771",12164,5233,NA
"12772",272,10555,NA
"12773",6169,386,NA
"12774",5181,5568,NA
"12775",10198,10029,NA
"12776",2761,11591,NA
"12777",11211,12268,NA
"12778",3829,12062,NA
"12779",1613,14077,NA
"12780",1418,10428,NA
"12781",949,3321,NA
"12782",4826,3765,NA
"12783",7484,2228,NA
"12784",11340,2464,NA
"12785",2432,5555,NA
"12786",8110,4164,NA
"12787",12478,3786,NA
"12788",7288,2165,NA
"12789",12760,10324,NA
"12790",4948,3704,NA
"12791",9668,6806,NA
"12792",7971,6806,NA
"12793",332,4481,NA
"12794",12305,3765,NA
"12795",3597,7096,NA
"12796",3650,5505,NA
"12797",8467,6806,NA
"12798",2429,8955,NA
"12799",5791,9848,NA
"12800",4558,5555,NA
"12801",11493,1285,NA
"12802",7637,14040,NA
"12803",8002,3342,NA
"12804",9126,12771,NA
"12805",7808,3825,NA
"12806",11097,13336,NA
"12807",4426,8955,NA
"12808",12693,13246,NA
"12809",6464,6644,NA
"12810",4339,NA,4417
"12811",12749,736,9083
"12812",3467,13048,10754
"12813",4483,13048,11382
"12814",8710,12701,13602
"12815",90,13048,2857
"12816",4565,12701,6753
"12817",2261,13048,8603
"12818",6573,8538,5340
"12819",6723,8538,6462
"12820",5459,12701,6437
"12821",7986,13048,4743
"12822",5070,10620,7626
"12823",3333,11716,625
"12824",104,13048,9368
"12825",12584,12701,583
"12826",12533,12701,7890
"12827",13869,10620,1134
"12828",1064,8538,12301
"12829",13225,13167,10975
"12830",12624,3758,9083
"12831",6804,12256,9523
"12832",438,11716,4572
"12833",9201,4223,9083
"12834",414,12188,9083
"12835",2977,12701,2101
"12836",14118,4265,7585
"12837",1385,10620,9629
"12838",12522,8538,7957
"12839",3930,13048,7645
"12840",11553,13048,7645
"12841",8567,2146,9083
"12842",12106,4814,9083
"12843",8702,9583,12291
"12844",11366,2024,7486
"12845",10862,12077,9523
"12846",10337,NA,9083
"12847",9748,5032,9523
"12848",12100,10944,9083
"12849",355,3963,521
"12850",3556,11716,13808
"12851",2389,2024,14137
"12852",3781,9286,11154
"12853",2418,12701,13479
"12854",11423,12701,1153
"12855",2244,8538,4185
"12856",1929,12241,4400
"12857",11334,13048,7645
"12858",2673,12542,9523
"12859",12267,4265,2502
"12860",7001,12892,9696
"12861",11690,3079,7350
"12862",1868,11348,13160
"12863",10822,518,9083
"12864",9166,9302,9083
"12865",277,8052,11800
"12866",11543,13349,9083
"12867",13473,988,9083
"12868",8145,1031,9523
"12869",7,6811,2502
"12870",13224,1559,9523
"12871",259,10620,13479
"12872",8589,1700,13710
"12873",4435,9828,9083
"12874",4489,3935,9523
"12875",9856,3405,1679
"12876",13103,7923,13901
"12877",4169,8339,9083
"12878",10690,NA,9083
"12879",10307,NA,9083
"12880",9768,10939,9083
"12881",3999,11716,11800
"12882",9212,2024,13479
"12883",3091,9286,4743
"12884",2457,4265,3626
"12885",5828,9986,9523
"12886",10478,2146,9083
"12887",534,6811,365
"12888",12103,11348,13479
"12889",3057,8447,9083
"12890",11602,3081,9083
"12891",8745,11938,9083
"12892",5279,3079,1134
"12893",3184,3079,1134
"12894",1287,5994,9523
"12895",2105,12701,7142
"12896",10264,4150,9685
"12897",12011,12241,8730
"12898",1550,10620,9629
"12899",5307,11716,7155
"12900",9300,11348,9629
"12901",4415,2024,4572
"12902",6270,9986,9083
"12903",8769,10101,9083
"12904",3764,9155,9083
"12905",12645,6795,9523
"12906",3903,3143,3509
"12907",38,6811,9629
"12908",6803,4265,9523
"12909",10063,3079,11629
"12910",3173,3079,11629
"12911",5356,3557,9523
"12912",14174,8447,9523
"12913",9755,8447,9523
"12914",10722,3100,9083
"12915",2548,4150,6719
"12916",5470,12701,6865
"12917",13109,12701,11629
"12918",612,1050,9083
"12919",8916,7074,9083
"12920",6325,7074,9083
"12921",9044,14085,9083
"12922",2588,13302,6217
"12923",2650,5068,9083
"12924",11408,10859,9523
"12925",8735,11221,6217
"12926",13730,6822,3790
"12927",4910,850,6217
"12928",2272,2146,9523
"12929",295,4404,9523
"12930",6255,649,4400
"12931",2726,9583,9083
"12932",13307,10620,6228
"12933",4029,4131,9083
"12934",4609,11175,9083
"12935",12545,10378,9083
"12936",6591,12241,12087
"12937",12901,7228,9523
"12938",9667,12764,9083
"12939",5270,3143,9083
"12940",6983,2707,9083
"12941",5538,6641,9523
"12942",8085,516,9083
"12943",13587,516,9083
"12944",2543,13599,9523
"12945",527,6822,7095
"12946",574,1706,11888
"12947",11653,11358,9523
"12948",2049,13099,1136
"12949",5637,9286,4646
"12950",8137,12152,1399
"12951",4981,10101,9523
"12952",3922,12813,9523
"12953",11099,4265,4400
"12954",13695,2024,4400
"12955",2232,2542,9083
"12956",6496,4791,9083
"12957",555,3758,1399
"12958",86,4352,6217
"12959",1516,10620,2570
"12960",7176,12275,9083
"12961",12173,9737,9083
"12962",13081,3079,3580
"12963",12743,3079,11225
"12964",9437,996,901
"12965",8207,11348,9178
"12966",1757,6811,9083
"12967",6183,649,6865
"12968",2804,1708,9083
"12969",5495,12929,9083
"12970",13132,10009,4808
"12971",2960,13780,9083
"12972",3858,3813,9083
"12973",10097,6644,10843
"12974",11471,8379,1399
"12975",9077,537,8050
"12976",1520,704,9523
"12977",3518,9583,2570
"12978",761,2898,11888
"12979",307,4375,9786
"12980",8809,2024,6228
"12981",8306,4150,6357
"12982",10646,9277,586
"12983",7776,6525,NA
"12984",10814,12408,9083
"12985",13633,13702,9523
"12986",4248,6811,9083
"12987",3254,5229,7804
"12988",12458,12377,6865
"12989",7777,7788,1399
"12990",5586,10712,4400
"12991",13680,14085,4417
"12992",14248,11370,11284
"12993",13195,13051,11637
"12994",13503,2043,4775
"12995",11025,3051,6217
"12996",12127,10107,9523
"12997",3479,3260,6865
"12998",4416,3762,9523
"12999",146,13716,9083
"13000",11617,12701,NA
"13001",10137,8791,4417
"13002",5688,2165,9083
"13003",7267,10378,NA
"13004",6941,11221,11888
"13005",8314,7473,6217
"13006",12148,5663,14084
"13007",3256,10623,1136
"13008",4438,10623,1136
"13009",434,13843,9083
"13010",3667,12241,13831
"13011",13625,10012,9523
"13012",5985,11012,9083
"13013",1073,1384,9083
"13014",12447,11465,7031
"13015",12402,440,2397
"13016",4113,8549,NA
"13017",9119,11518,4417
"13018",1905,4768,11888
"13019",14243,3134,9523
"13020",8861,4880,9083
"13021",596,2024,7884
"13022",4092,2024,4089
"13023",2023,12909,9150
"13024",149,6957,2302
"13025",1549,10081,9083
"13026",7430,4515,1399
"13027",2738,6413,9523
"13028",777,13164,901
"13029",5522,1706,9083
"13030",2976,9580,6217
"13031",4384,6172,901
"13032",12640,6795,9083
"13033",11185,11348,9083
"13034",11005,9286,13190
"13035",13877,6644,1957
"13036",4966,11230,9523
"13037",10601,13889,9523
"13038",4934,6822,5352
"13039",12296,1328,2109
"13040",2224,6916,9083
"13041",13020,9277,7155
"13042",4116,4265,1399
"13043",918,7779,9083
"13044",734,6811,9523
"13045",12129,11233,9523
"13046",7020,2146,9083
"13047",10776,10620,2782
"13048",5462,1050,9083
"13049",9524,10009,1399
"13050",11885,8806,9523
"13051",10153,13780,9523
"13052",14072,5229,7884
"13053",13924,8728,12551
"13054",7882,3869,901
"13055",4486,10012,6217
"13056",9985,10841,9523
"13057",2853,4432,1399
"13058",13410,6339,11563
"13059",7029,8515,9523
"13060",6210,12575,7980
"13061",9061,2707,9523
"13062",6311,1897,9455
"13063",9445,8474,9083
"13064",12211,2811,12665
"13065",970,11604,9523
"13066",8812,9804,6148
"13067",4867,649,901
"13068",737,13576,6291
"13069",935,4375,9999
"13070",2668,913,6217
"13071",2119,4914,901
"13072",575,736,9083
"13073",9509,1951,8092
"13074",12374,4265,10082
"13075",12730,7919,11888
"13076",1664,10620,609
"13077",10510,11588,1957
"13078",7466,6811,4907
"13079",3339,13099,609
"13080",2564,11230,6217
"13081",12742,13092,12589
"13082",3302,8447,1399
"13083",9280,11716,9655
"13084",2633,12408,1399
"13085",2593,6525,586
"13086",2604,13599,901
"13087",2473,11348,11763
"13088",10031,8515,6217
"13089",14012,10450,901
"13090",8872,6644,3393
"13091",7117,6656,609
"13092",3034,13421,1399
"13093",1639,4791,901
"13094",2952,2707,901
"13095",7015,3143,6217
"13096",9404,11259,11888
"13097",3249,3171,6217
"13098",7537,386,8785
"13099",2398,4179,1399
"13100",14216,8474,1399
"13101",12448,6654,901
"13102",8734,9580,1957
"13103",4706,13606,10082
"13104",13134,6822,13315
"13105",6272,2024,11888
"13106",10425,2024,11888
"13107",7921,1977,1957
"13108",5817,8728,10696
"13109",6223,3869,4043
"13110",9018,3740,901
"13111",14045,8170,6217
"13112",12249,13843,1399
"13113",1148,5068,9150
"13114",12726,11166,901
"13115",172,4051,6217
"13116",2934,4432,1399
"13117",6029,11716,9655
"13118",8111,11268,8761
"13119",6863,12575,901
"13120",9278,6131,8777
"13121",7621,10804,11888
"13122",452,9285,901
"13123",1752,11943,11763
"13124",892,13200,13171
"13125",6622,3813,901
"13126",11037,6422,10082
"13127",12234,6645,9083
"13128",8651,4375,9999
"13129",9586,7675,8761
"13130",9236,6525,10415
"13131",7793,11348,1399
"13132",7928,9737,1399
"13133",1059,6131,13718
"13134",7741,3569,901
"13135",6101,9896,901
"13136",6827,911,609
"13137",3247,3100,1399
"13138",157,12991,1399
"13139",13440,12991,1399
"13140",3298,1384,1399
"13141",2641,1384,1399
"13142",9550,6644,6472
"13143",10202,3231,1399
"13144",12834,5032,901
"13145",1552,2381,1391
"13146",2360,3704,901
"13147",8024,9986,1399
"13148",4870,1328,2262
"13149",11448,1328,2827
"13150",4944,6822,8092
"13151",13425,3740,1399
"13152",6691,5432,1399
"13153",8630,6916,901
"13154",7609,6916,901
"13155",9820,8728,4646
"13156",1413,9286,2599
"13157",9118,7458,1399
"13158",5499,7458,1399
"13159",6718,1803,901
"13160",4668,11716,7980
"13161",10987,4375,14084
"13162",6181,11943,10415
"13163",9570,11103,5132
"13164",8275,6645,1399
"13165",13700,6654,901
"13166",2670,11756,8825
"13167",5142,11268,1399
"13168",8484,2651,11563
"13169",2404,9692,1399
"13170",12755,2453,8620
"13171",2160,2375,901
"13172",4065,13200,2599
"13173",2330,6296,NA
"13174",4610,1378,NA
"13175",1280,4728,609
"13176",7896,NA,12589
"13177",6431,5568,9150
"13178",3468,477,NA
"13179",184,4051,9150
"13180",8788,9277,10415
"13181",12993,9277,10415
"13182",10964,9804,2517
"13183",10637,6296,13718
"13184",6056,9583,NA
"13185",4010,6339,9150
"13186",67,1254,2517
"13187",8203,NA,609
"13188",4364,6339,NA
"13189",4136,4150,7980
"13190",5948,4284,8610
"13191",7089,12996,901
"13192",10860,5273,901
"13193",11960,7641,901
"13194",3494,565,901
"13195",3002,6525,9150
"13196",3766,11358,7707
"13197",4356,9804,4465
"13198",12791,2024,8825
"13199",5578,6131,7980
"13200",12235,2024,9655
"13201",14096,1328,901
"13202",9750,13200,901
"13203",5767,1378,609
"13204",12655,5233,901
"13205",6810,9277,13296
"13206",9627,12771,901
"13207",8106,6916,901
"13208",6918,4284,609
"13209",5778,11348,8092
"13210",10650,1885,901
"13211",9003,8170,901
"13212",11354,11756,10253
"13213",11819,10081,1957
"13214",1780,9093,12882
"13215",4790,1616,2599
"13216",2606,11943,4646
"13217",8287,3740,901
"13218",6942,3740,901
"13219",3561,6296,8610
"13220",3185,2496,1957
"13221",12739,376,901
"13222",1404,2709,901
"13223",1388,10271,1399
"13224",3753,9939,1473
"13225",10289,3086,13495
"13226",9921,9986,1391
"13227",9289,9986,5132
"13228",694,7925,9150
"13229",4573,1254,8610
"13230",13489,358,901
"13231",11116,3122,8785
"13232",6732,4404,1473
"13233",5323,10389,609
"13234",8709,9583,2517
"13235",11318,11716,10082
"13236",4253,1060,9700
"13237",6369,12911,NA
"13238",4002,37,8620
"13239",636,2277,14184
"13240",290,5273,609
"13241",4707,4179,901
"13242",5278,8301,9150
"13243",11161,6339,4646
"13244",11507,6422,5889
"13245",5979,NA,1399
"13246",1182,537,10253
"13247",3965,4481,9150
"13248",7369,6528,901
"13249",8847,11599,901
"13250",4425,11358,5132
"13251",1827,4284,14184
"13252",2877,5184,7980
"13253",13395,1328,7966
"13254",1834,1328,4646
"13255",13498,11641,901
"13256",2492,2318,4465
"13257",919,911,10787
"13258",1810,3108,1957
"13259",7406,1616,8901
"13260",2269,8522,7980
"13261",10388,1498,9634
"13262",7269,6131,2517
"13263",9719,2715,2517
"13264",14158,6296,5371
"13265",2037,11756,609
"13266",5967,6422,609
"13267",2849,6644,7980
"13268",1592,4894,901
"13269",6850,11236,901
"13270",1211,8728,9655
"13271",13873,1378,1957
"13272",11633,13606,4413
"13273",4735,12991,901
"13274",4992,12585,901
"13275",2417,9804,12530
"13276",5448,2024,9655
"13277",7261,5229,6826
"13278",680,11103,901
"13279",548,11103,901
"13280",11257,7099,901
"13281",11474,7099,901
"13282",12141,6525,2517
"13283",9882,6339,6826
"13284",12042,10516,7966
"13285",12838,6012,9150
"13286",11694,3859,586
"13287",11616,3328,NA
"13288",9932,2322,586
"13289",10519,9824,901
"13290",904,1206,NA
"13291",2430,NA,609
"13292",7079,2024,NA
"13293",11263,7663,NA
"13294",4016,5946,NA
"13295",13389,2998,NA
"13296",13067,8772,NA
"13297",111,3328,NA
"13298",10755,3328,NA
"13299",4390,9804,NA
"13300",1825,6793,NA
"13301",7750,1616,NA
"13302",8455,1616,NA
"13303",12561,1328,NA
"13304",11314,1328,NA
"13305",13919,1741,NA
"13306",9632,5704,NA
"13307",6788,5728,NA
"13308",13746,1032,NA
"13309",8404,10713,NA
"13310",13738,5119,NA
"13311",11745,6510,NA
"13312",10234,7334,NA
"13313",7769,5184,NA
"13314",9472,13200,NA
"13315",7924,1378,NA
"13316",10368,6525,NA
"13317",1878,8522,NA
"13318",9473,9824,NA
"13319",3848,11943,NA
"13320",3027,4284,NA
"13321",686,1206,NA
"13322",8682,2318,NA
"13323",3434,6296,NA
"13324",14303,6644,NA
"13325",4666,4453,NA
"13326",418,6131,NA
"13327",11643,12585,NA
"13328",10717,6422,NA
"13329",7530,2715,NA
"13330",4672,4375,NA
"13331",581,11756,NA
"13332",13579,2322,NA
"13333",2075,11348,NA
"13334",2912,5229,NA
"13335",7397,10325,NA
"13336",7338,11348,NA
"13337",3643,13606,NA
"13338",13068,8522,NA
"13339",10,5184,NA
"13340",9219,1206,NA
"13341",12162,6525,NA
"13342",3236,1616,NA
"13343",3496,1328,NA
"13344",8293,4284,NA
"13345",1421,4284,NA
"13346",4219,12585,NA
"13347",9704,1032,NA
"13348",7581,11348,NA
"13349",1438,6131,NA
"13350",1382,9106,NA
"13351",1853,6644,NA
"13352",8752,5728,NA
"13353",9731,2322,NA
"13354",11167,9824,NA
"13355",10445,5229,NA
"13356",455,2715,NA
"13357",8990,1378,NA
"13358",10508,5704,NA
"13359",12004,7334,NA
"13360",12288,11943,NA
"13361",9871,5119,NA
"13362",2832,13200,NA
"13363",4773,10713,NA
"13364",5705,4453,NA
"13365",2973,10821,NA
"13366",1439,9106,NA
"13367",11615,5229,NA
"13368",12167,13606,NA
"13369",3299,13606,NA
"13370",14127,4375,NA
"13371",4822,6422,NA
"13372",5094,11756,NA
"13373",3990,3064,NA
"13374",7754,2318,NA
"13375",2826,17,NA
"13376",14241,1741,NA
"13377",4619,13625,NA
"13378",11978,2604,NA
"13379",8982,8085,NA
"13380",9098,NA,9586
"13381",11658,13625,9438
"13382",9966,8612,4565
"13383",730,NA,3999
"13384",13009,NA,575
"13385",2558,4483,2101
"13386",13623,4483,300
"13387",8180,2261,2857
"13388",5914,4483,9629
"13389",6138,13048,4565
"13390",7725,2261,1134
"13391",470,7211,90
"13392",12398,516,90
"13393",2972,7986,NA
"13394",10444,11262,4565
"13395",13340,6641,90
"13396",6302,4483,6476
"13397",9075,2898,90
"13398",7575,4580,4565
"13399",9593,1384,90
"13400",14157,7986,7626
"13401",13665,2261,1212
"13402",5661,1492,90
"13403",11019,3647,90
"13404",8550,9406,90
"13405",5821,7986,2502
"13406",3875,12326,90
"13407",3746,2261,6217
"13408",12330,4483,2101
"13409",11467,1392,4565
"13410",11265,11275,4565
"13411",1012,7414,90
"13412",10385,2953,90
"13413",4086,12125,90
"13414",12115,12522,3719
"13415",10590,8567,4847
"13416",3318,2953,90
"13417",9410,4483,10238
"13418",6008,7570,90
"13419",10972,9768,2891
"13420",485,3569,90
"13421",5368,8806,90
"13422",7959,10450,90
"13423",3411,1384,90
"13424",6704,13702,90
"13425",11626,6656,10337
"13426",12028,9737,90
"13427",724,4722,90
"13428",6950,8559,90
"13429",13046,13224,11295
"13430",4792,11334,14137
"13431",7361,14264,90
"13432",1680,11166,90
"13433",3929,2457,2570
"13434",3953,11334,9083
"13435",13143,2261,9083
"13436",3500,2261,9083
"13437",6142,2389,4572
"13438",13575,7986,6347
"13439",6589,7986,6347
"13440",6051,10478,3509
"13441",2978,4051,3999
"13442",10950,13224,7377
"13443",2295,5238,3999
"13444",6947,1803,5828
"13445",7256,9212,521
"13446",9639,12011,6865
"13447",13932,11716,12103
"13448",6294,2389,5926
"13449",5841,6916,9044
"13450",12656,2261,8219
"13451",796,7986,11637
"13452",4800,7986,6865
"13453",6091,13224,10082
"13454",3595,13224,11142
"13455",3111,2146,10722
"13456",14031,4051,12103
"13457",5951,2457,7350
"13458",13279,9212,521
"13459",13517,12234,4400
"13460",4899,11334,4417
"13461",12120,2548,9626
"13462",2111,13307,3967
"13463",1218,10063,8219
"13464",3603,11408,1073
"13465",9541,5307,1607
"13466",8282,3903,NA
"13467",5947,5985,13888
"13468",11144,2543,7095
"13469",2069,13695,12173
"13470",7012,4981,9083
