"","animal","dam","sire"
"3807",11737,8828,7670
"3808",11987,7122,11660
"3809",4122,NA,7912
"3810",7774,NA,6399
"3811",10021,NA,3779
"3812",6219,276,1070
"3813",13299,13085,2167
"3814",12984,NA,4651
"3815",2510,6007,NA
"3816",540,NA,4984
"3817",3668,NA,4984
"3818",2193,NA,7816
"3819",12861,NA,4984
"3820",4796,3877,11510
"3821",13423,7607,11510
"3822",7048,NA,12387
"3823",3502,10028,11510
"3824",13467,NA,4984
"3825",4345,NA,11510
"3826",6526,12944,11510
"3827",3837,1675,NA
"3828",4648,8228,6059
"3829",5934,NA,6033
"3830",4989,8251,12387
"3831",13215,NA,11510
"3832",8530,10028,NA
"3833",13265,6176,NA
"3834",1027,NA,666
"3835",13841,10190,NA
"3836",9373,7607,4984
"3837",4594,2310,12387
"3838",10706,6845,7816
"3839",9747,223,NA
"3840",13976,6607,NA
"3841",2744,NA,10926
"3842",1011,4878,9602
"3843",5980,8251,11510
"3844",12539,NA,11510
"3845",6548,NA,4984
"3846",2264,4292,NA
"3847",9752,3659,NA
"3848",6267,276,NA
"3849",10057,10190,NA
"3850",2747,11060,NA
"3851",10335,4865,NA
"3852",8625,10036,NA
"3853",742,4001,NA
"3854",12450,9994,NA
"3855",12581,3877,NA
"3856",12470,3802,NA
"3857",1647,8312,NA
"3858",7352,11995,NA
"3859",5626,3059,NA
"3860",5180,912,NA
"3861",3894,4292,NA
"3862",1205,13290,NA
"3863",9874,8826,NA
"3864",5460,12837,NA
"3865",8846,6607,NA
"3866",10376,639,NA
"3867",6308,11060,NA
"3868",9128,4165,NA
"3869",6857,6176,NA
"3870",5156,14162,NA
"3871",7294,9413,NA
"3872",2108,10494,NA
"3873",9072,3438,NA
"3874",4383,5247,NA
"3875",1159,13365,NA
"3876",10005,7122,NA
"3877",953,4670,NA
"3878",7727,6769,NA
"3879",853,3659,NA
"3880",13513,3189,NA
"3881",7145,8112,NA
"3882",4081,9497,NA
"3883",5386,8197,NA
"3884",10541,7545,NA
"3885",3527,3931,NA
"3886",4360,8112,NA
"3887",8708,8858,NA
"3888",2316,3936,NA
"3889",11687,2034,NA
"3890",13378,8853,NA
"3891",6883,5745,NA
"3892",8442,9358,NA
"3893",4241,2310,NA
"3894",12642,10190,NA
"3895",10915,2310,NA
"3896",14108,1643,NA
"3897",6784,3804,NA
"3898",1459,14128,NA
"3899",12422,14128,NA
"3900",9597,7376,NA
"3901",8257,13227,NA
"3902",5780,7694,NA
"3903",9348,2958,NA
"3904",12017,3866,NA
"3905",11840,12952,NA
"3906",12388,1256,NA
"3907",6053,3877,NA
"3908",7810,6007,NA
"3909",8581,639,NA
"3910",13584,1675,NA
"3911",13122,3677,NA
"3912",1333,9480,5147
"3913",8038,10036,NA
"3914",9898,362,5629
"3915",7162,11060,7670
"3916",11703,6176,10926
"3917",11699,3659,NA
"3918",9594,9746,NA
"3919",2689,3804,NA
"3920",9243,4292,10926
"3921",12145,6661,NA
"3922",1423,8459,NA
"3923",10785,7545,NA
"3924",3697,8197,NA
"3925",2779,9993,NA
"3926",6441,7051,NA
"3927",5918,13893,NA
"3928",9995,2310,NA
"3929",1738,6769,NA
"3930",13878,12952,13075
"3931",6729,6661,NA
"3932",1108,5927,NA
"3933",6767,10028,12387
"3934",14220,13385,NA
"3935",13124,10514,NA
"3936",3026,406,NA
"3937",5172,276,NA
"3938",12016,2958,5629
"3939",984,3936,NA
"3940",5692,NA,1556
"3941",5739,2833,5147
"3942",3373,3189,NA
"3943",5075,100,5147
"3944",3862,9095,NA
"3945",11207,962,NA
"3946",363,8228,NA
"3947",6891,3802,NA
"3948",6202,4001,NA
"3949",3873,14128,NA
"3950",4635,14128,NA
"3951",286,7153,NA
"3952",14154,8826,NA
"3953",4535,5411,NA
"3954",3360,14176,NA
"3955",6752,4878,NA
"3956",6027,9497,NA
"3957",2221,6845,NA
"3958",3084,4670,NA
"3959",10281,13227,NA
"3960",6021,13227,NA
"3961",4190,3735,NA
"3962",8124,NA,13050
"3963",6246,276,NA
"3964",3998,4670,NA
"3965",9865,9993,NA
"3966",11028,13893,NA
"3967",12648,7122,NA
"3968",3147,2662,NA
"3969",8576,6930,NA
"3970",12413,2958,NA
"3971",9883,4292,4331
"3972",5067,6007,4782
"3973",14188,12829,4331
"3974",13368,14162,4916
"3975",14144,8228,6045
"3976",11661,6176,687
"3977",12508,8826,7912
"3978",6351,5411,687
"3979",1973,11060,4782
"3980",5091,3802,NA
"3981",11727,14176,2468
"3982",7476,639,687
"3983",5691,8251,9919
"3984",5659,9271,NA
"3985",11689,406,NA
"3986",6209,2310,3957
"3987",4848,2310,13183
"3988",14189,13904,13183
"3989",3045,6607,687
"3990",6520,8112,7516
"3991",5120,10514,NA
"3992",12832,13385,NA
"3993",8564,6769,7516
"3994",3219,6769,7516
"3995",7254,5268,NA
"3996",766,9993,NA
"3997",7684,3264,NA
"3998",3609,5377,NA
"3999",2162,8459,NA
"4000",13316,11246,6045
"4001",4290,11246,NA
"4002",2152,8197,NA
"4003",11665,6417,NA
"4004",6576,3735,NA
"4005",2200,6128,NA
"4006",5605,2833,NA
"4007",11647,100,8814
"4008",13052,3659,NA
"4009",5931,12737,NA
"4010",7731,3189,12718
"4011",10230,1675,13956
"4012",2539,6608,NA
"4013",7855,3059,NA
"4014",2742,7051,687
"4015",11351,5877,4916
"4016",12666,NA,11660
"4017",12064,10514,11660
"4018",5214,NA,11660
"4019",13512,3877,10926
"4020",9677,14162,4916
"4021",6010,6845,10131
"4022",10991,10028,NA
"4023",8920,NA,7455
"4024",14324,NA,12631
"4025",6739,12944,13183
"4026",2210,NA,10926
"4027",5657,NA,6045
"4028",13222,10036,13183
"4029",8910,3931,10926
"4030",8556,10514,NA
"4031",11003,5377,NA
"4032",10540,6417,NA
"4033",9047,13385,NA
"4034",10211,3735,NA
"4035",12112,362,13309
"4036",7243,406,NA
"4037",7592,3677,NA
"4038",8020,3264,NA
"4039",11766,14162,NA
"4040",5864,639,NA
"4041",3235,639,NA
"4042",4998,13385,NA
"4043",4952,6007,NA
"4044",2752,6007,NA
"4045",7152,8228,NA
"4046",4890,2833,NA
"4047",10826,12829,13183
"4048",3388,7051,6045
"4049",12710,2662,NA
"4050",1800,3802,NA
"4051",933,8459,NA
"4052",8079,1675,3957
"4053",1177,6176,NA
"4054",1373,6176,NA
"4055",448,5411,NA
"4056",13300,8940,NA
"4057",12468,4878,NA
"4058",9332,7140,NA
"4059",252,13904,NA
"4060",12261,3059,12631
"4061",7390,14176,NA
"4062",10728,8764,7455
"4063",10765,2640,NA
"4064",2304,2640,NA
"4065",2547,11246,NA
"4066",5920,9497,NA
"4067",12968,6128,NA
"4068",11930,6128,NA
"4069",4226,12952,NA
"4070",5893,3224,NA
"4071",8536,11266,NA
"4072",10872,5927,NA
"4073",2844,5268,NA
"4074",6993,849,NA
"4075",12497,5088,NA
"4076",5227,13893,NA
"4077",1526,6930,12718
"4078",10246,4670,NA
"4079",9884,4292,NA
"4080",7989,10028,NA
"4081",6020,11095,7326
"4082",2760,12431,NA
"4083",3435,2572,NA
"4084",8971,8828,10926
"4085",11353,10514,NA
"4086",14266,10514,NA
"4087",4656,10006,NA
"4088",12849,10006,NA
"4089",1696,3931,NA
"4090",3313,10036,NA
"4091",8507,7122,NA
"4092",13897,3189,NA
"4093",4198,8826,NA
"4094",6986,8197,13428
"4095",1981,7140,4916
"4096",6906,100,NA
"4097",7576,14283,NA
"4098",9779,3059,13183
"4099",11618,3659,NA
"4100",2790,100,NA
"4101",13003,8764,NA
"4102",13775,1675,NA
"4103",2563,12829,NA
"4104",2136,7122,13050
"4105",14020,13904,NA
"4106",9517,639,11660
"4107",7753,5268,9200
"4108",13243,3931,NA
"4109",7911,8826,NA
"4110",6149,5411,NA
"4111",1651,3362,NA
"4112",2813,4670,NA
"4113",260,3877,12310
"4114",10155,14176,NA
"4115",12966,7100,NA
"4116",32,8197,NA
"4117",10320,1109,9919
"4118",4325,6661,12598
"4119",10282,NA,9919
"4120",7166,NA,13141
"4121",3559,NA,4782
"4122",6847,3189,12631
"4123",5960,11060,7455
"4124",4014,3264,NA
"4125",916,12737,6045
"4126",5117,NA,12631
"4127",4882,9271,NA
"4128",8234,4292,NA
"4129",1567,NA,7912
"4130",2270,5377,NA
"4131",218,8764,NA
"4132",10723,6417,7516
"4133",520,3659,1070
"4134",4110,1120,NA
"4135",9171,3224,NA
"4136",13781,276,NA
"4137",499,9711,NA
"4138",4586,9711,NA
"4139",6157,13385,NA
"4140",12180,13385,NA
"4141",6340,6417,NA
"4142",8525,406,NA
"4143",5153,7100,NA
"4144",3330,3264,NA
"4145",951,12737,NA
"4146",9091,3802,6453
"4147",7186,2640,6427
"4148",6230,100,8423
"4149",1585,3059,NA
"4150",11673,8197,NA
"4151",8820,3931,9919
"4152",1119,11246,6427
"4153",10492,11246,NA
"4154",13032,10028,3282
"4155",6587,NA,1010
"4156",7937,NA,11685
"4157",2980,NA,11011
"4158",2320,NA,884
"4159",10760,NA,9919
"4160",5765,13904,6740
"4161",10502,4292,3282
"4162",12390,8197,2167
"4163",3629,14176,1010
"4164",7110,14176,6399
"4165",10669,12737,NA
"4166",12230,13385,NA
"4167",2082,13385,NA
"4168",7948,276,NA
"4169",6188,3362,NA
"4170",6870,12824,NA
"4171",8750,11246,2366
"4172",203,NA,7516
"4173",11544,2422,NA
"4174",9781,2640,6922
"4175",6064,100,12163
"4176",11396,639,2366
"4177",3433,639,1010
"4178",971,7122,6922
"4179",8402,8826,NA
"4180",5022,3059,5713
"4181",10893,4670,9919
"4182",9805,12952,7455
"4183",4018,6417,12163
"4184",10988,6417,12598
"4185",7564,6661,9919
"4186",5727,5268,6427
"4187",8297,5268,6453
"4188",12602,NA,6427
"4189",4242,2011,12265
"4190",8601,3931,2167
"4191",11639,NA,7516
"4192",8148,4292,4614
"4193",384,6661,2167
"4194",2975,5268,12163
"4195",6374,11060,6922
"4196",10659,3931,13518
"4197",1534,8197,NA
"4198",9730,406,2366
"4199",11824,406,2366
"4200",8248,NA,3282
"4201",11235,14176,2366
"4202",2944,NA,9107
"4203",1325,NA,6603
"4204",4897,1120,NA
"4205",1429,12737,3282
"4206",9314,2422,11685
"4207",487,6661,2167
"4208",3063,6417,NA
"4209",1330,5268,6818
"4210",5116,5268,13858
"4211",9801,2422,3282
"4212",3702,NA,8185
"4213",5724,NA,1838
"4214",5318,445,4651
"4215",3728,9533,NA
"4216",4398,NA,4988
"4217",10346,NA,884
"4218",13519,1120,2366
"4219",12339,NA,3010
"4220",11874,NA,4988
"4221",9630,NA,12549
"4222",1240,NA,14234
"4223",638,NA,8747
"4224",10336,NA,4988
"4225",5311,1187,495
"4226",7974,2422,9919
"4227",6153,NA,12549
"4228",8357,NA,3282
"4229",10266,NA,3010
"4230",13903,5607,8334
"4231",12385,5607,8334
"4232",8156,6186,12365
"4233",8517,NA,7456
"4234",12705,NA,12549
"4235",8608,6975,NA
"4236",3386,NA,8747
"4237",3021,NA,3010
"4238",8241,NA,9139
"4239",4795,5331,14121
"4240",11006,NA,11242
"4241",12370,1109,NA
"4242",10849,9271,NA
"4243",10617,1109,NA
"4244",10587,12737,NA
"4245",4351,276,NA
"4246",5428,10028,NA
"4247",1540,12415,8673
"4248",12107,5577,13821
"4249",10580,NA,12798
"4250",13500,NA,8747
"4251",6990,578,729
"4252",13413,14238,11055
"4253",939,NA,12024
"4254",9826,NA,8995
"4255",1817,12091,7456
"4256",11244,7229,1661
"4257",1863,9427,12024
"4258",4862,13213,8334
"4259",142,3258,8760
"4260",385,NA,6780
"4261",2504,NA,2905
"4262",3092,6761,4560
"4263",12619,NA,3139
"4264",8551,12174,5584
"4265",13178,NA,6717
"4266",11892,11254,7456
"4267",6300,NA,8334
"4268",1212,7351,6912
"4269",4664,NA,6912
"4270",7342,6254,4477
"4271",11833,NA,1661
"4272",1286,7351,13207
"4273",13358,NA,604
"4274",7233,3258,8211
"4275",7604,NA,10831
"4276",11760,10639,2157
"4277",2891,NA,10831
"4278",11012,NA,2157
"4279",8586,11212,13544
"4280",9290,NA,11046
"4281",8231,3258,NA
"4282",8730,10639,NA
"4283",5450,5647,13808
"4284",4572,2090,NA
"4285",1412,NA,11046
"4286",12559,2090,NA
"4287",1144,13310,2190
"4288",14322,NA,536
"4289",7222,8767,NA
"4290",8309,9753,NA
"4291",9419,10379,NA
"4292",14030,2074,NA
"4293",2182,5647,NA
"4294",13761,254,NA
"4295",408,1798,11046
"4296",6460,NA,13808
"4297",7613,7675,89
"4298",6969,NA,13479
"4299",5757,NA,11046
"4300",1587,NA,13808
"4301",509,NA,5584
"4302",4662,5856,NA
"4303",11522,8267,NA
"4304",4276,10788,9295
"4305",8762,5165,1094
"4306",13459,NA,11046
"4307",2526,8284,NA
"4308",9392,100,NA
"4309",4717,4292,NA
"4310",2378,644,NA
"4311",5474,1675,NA
"4312",5972,13681,NA
"4313",11058,2347,NA
"4314",11400,13087,NA
"4315",4721,6343,NA
"4316",9897,9016,NA
"4317",11288,1808,NA
"4318",6484,2698,NA
"4319",6331,10011,NA
"4320",5645,3270,NA
"4321",9228,1840,NA
"4322",8374,5532,NA
"4323",3227,7100,NA
"4324",4441,1948,NA
"4325",13597,5678,NA
"4326",10628,9401,NA
"4327",9770,6417,NA
"4328",708,11401,NA
"4329",7549,13933,NA
"4330",6868,10448,NA
"4331",13935,4554,NA
"4332",2449,12207,NA
"4333",2446,436,NA
"4334",6854,5718,NA
"4335",2293,14180,NA
"4336",3280,3181,NA
"4337",3319,9487,NA
"4338",960,4933,NA
"4339",12462,11858,NA
"4340",14067,6903,NA
"4341",12977,3659,NA
"4342",5689,7552,NA
"4343",6605,5268,NA
"4344",5682,3931,NA
"4345",2710,11240,NA
"4346",305,2437,NA
"4347",6582,4436,NA
"4348",1167,6747,NA
"4349",13851,3996,NA
"4350",12614,6598,NA
"4351",10386,11964,NA
"4352",10652,7478,NA
"4353",13816,6444,NA
"4354",7423,11762,NA
"4355",6345,4994,NA
"4356",12707,3651,NA
"4357",11757,4708,NA
"4358",9588,1930,NA
"4359",1801,2420,NA
"4360",1158,9520,NA
"4361",12473,2346,NA
"4362",12313,7998,NA
"4363",11736,7290,NA
"4364",10976,2128,NA
"4365",4596,10254,NA
"4366",6871,4755,NA
"4367",10189,9224,NA
"4368",13383,8121,NA
"4369",8239,435,NA
"4370",6832,2705,NA
"4371",14255,1488,NA
"4372",5928,3913,NA
"4373",2343,2991,NA
"4374",5547,4603,NA
"4375",12047,12000,NA
"4376",4627,659,NA
"4377",2123,6689,NA
"4378",6734,1610,NA
"4379",4551,11836,NA
"4380",8907,4358,NA
"4381",464,12240,NA
"4382",12828,603,NA
"4383",14135,12075,NA
"4384",253,1000,NA
"4385",8396,338,NA
"4386",762,10733,NA
"4387",1098,10940,NA
"4388",193,1035,NA
"4389",421,13269,NA
"4390",5552,2859,NA
"4391",8720,10612,NA
"4392",12399,4332,NA
"4393",8665,4729,NA
"4394",13037,12306,NA
"4395",7809,13502,NA
"4396",5666,10935,NA
"4397",3630,3059,NA
"4398",12201,3059,NA
"4399",1776,11246,NA
"4400",5912,11246,NA
"4401",2961,5411,NA
"4402",725,5411,NA
"4403",11291,276,NA
"4404",10185,276,NA
"4405",3039,10482,NA
"4406",8056,10482,NA
"4407",3891,8226,NA
"4408",12565,8226,NA
"4409",8632,8826,NA
"4410",2465,8826,NA
"4411",10589,3505,NA
"4412",1924,3505,NA
"4413",4690,6661,NA
"4414",5521,6661,NA
"4415",14036,13771,NA
"4416",6979,13771,NA
"4417",71,6511,NA
"4418",2335,6511,NA
"4419",11991,178,NA
"4420",6355,178,NA
"4421",8041,4616,NA
"4422",6938,NA,9460
"4423",11165,254,1094
"4424",6357,NA,9839
"4425",8695,5072,11966
"4426",9587,NA,13808
"4427",6485,4660,NA
"4428",3602,9948,9626
"4429",7491,NA,4854
"4430",1436,NA,11966
"4431",9477,13864,NA
"4432",9516,2440,NA
"4433",11486,NA,7743
"4434",10906,NA,10415
"4435",3393,7028,NA
"4436",12395,NA,10415
"4437",13039,NA,514
"4438",8947,13864,13527
"4439",3693,NA,8901
"4440",13671,7565,8901
"4441",8385,7565,8901
"4442",9864,NA,9786
"4443",663,NA,2109
"4444",5162,NA,503
"4445",8129,1142,NA
"4446",7691,14041,8092
"4447",2692,NA,10415
"4448",4413,NA,3014
"4449",7396,NA,2109
"4450",4367,NA,8901
"4451",1132,3942,6826
"4452",8059,986,3830
"4453",48,NA,9626
"4454",9787,10788,NA
"4455",10550,1121,NA
"4456",4499,NA,11966
"4457",2452,122,NA
"4458",13230,6443,NA
"4459",161,6117,NA
"4460",209,13864,NA
"4461",4754,4616,NA
"4462",11890,3942,NA
"4463",4308,4616,NA
"4464",5669,2440,NA
"4465",4088,986,NA
"4466",3615,4639,NA
"4467",6874,12454,NA
"4468",855,8724,NA
"4469",2218,1352,NA
"4470",5170,6117,NA
"4471",12765,10598,NA
"4472",10286,122,NA
"4473",13264,14041,NA
"4474",6208,13864,NA
"4475",1259,7974,NA
"4476",1190,971,NA
"4477",9483,10166,NA
"4478",12068,5934,NA
"4479",2323,4648,NA
"4480",6047,7893,NA
"4481",14051,4088,NA
"4482",6778,8398,NA
"4483",10014,8398,NA
"4484",4853,12261,NA
"4485",6410,9752,NA
"4486",10214,6670,NA
"4487",5563,14232,NA
"4488",10174,7726,NA
"4489",10925,6219,NA
"4490",7759,12199,NA
"4491",13184,NA,2136
"4492",5269,NA,509
"4493",12363,NA,2891
"4494",4158,NA,2944
"4495",13387,NA,3702
"4496",4688,NA,2980
"4497",3062,NA,5657
"4498",3032,NA,4122
"4499",14262,971,NA
"4500",12176,NA,2210
"4501",2824,10166,NA
"4502",11667,NA,13265
"4503",9503,5934,13265
"4504",1237,4648,5147
"4505",6958,3668,NA
"4506",6831,NA,2136
"4507",5131,NA,939
"4508",5401,NA,10348
"4509",11925,NA,14324
"4510",12410,NA,10580
"4511",10806,NA,4664
"4512",6388,NA,13299
"4513",9741,NA,9995
"4514",10688,276,13265
"4515",10599,NA,10580
"4516",454,NA,2944
"4517",13393,NA,14324
"4518",14289,NA,5657
"4519",2657,NA,4862
"4520",6489,NA,4862
"4521",10767,NA,10580
"4522",13769,NA,7342
"4523",4476,NA,11892
"4524",1802,NA,8357
"4525",10038,NA,3702
"4526",12328,NA,8248
"4527",661,NA,8357
"4528",3634,NA,8248
"4529",6543,NA,14324
"4530",481,NA,10502
"4531",10158,NA,8248
"4532",8932,NA,2980
"4533",14229,NA,10502
"4534",4794,6219,951
"4535",12416,12261,6603
"4536",9303,9752,12163
"4537",14309,7100,8910
"4538",3579,NA,8241
"4539",5570,NA,3702
"4540",3773,NA,5657
"4541",13238,276,8910
"4542",4954,NA,8248
"4543",139,10166,NA
"4544",11273,7974,NA
"4545",10902,971,NA
"4546",4087,5934,NA
"4547",8000,4648,NA
"4548",13927,7893,NA
"4549",2201,6219,NA
"4550",8675,12261,NA
"4551",7109,9752,NA
"4552",3161,NA,5657
"4553",7347,NA,10580
"4554",3295,NA,4862
"4555",2266,NA,7342
"4556",3332,NA,4862
"4557",2714,NA,8248
"4558",523,NA,8248
"4559",491,NA,10502
"4560",11038,9752,6781
"4561",2368,NA,5657
"4562",8634,NA,2944
"4563",9101,NA,3021
"4564",396,NA,11892
"4565",3774,NA,8248
"4566",2350,NA,2891
"4567",13526,NA,509
"4568",10306,NA,2944
"4569",9511,NA,3702
"4570",11432,NA,13265
"4571",12544,7893,NA
"4572",2601,NA,8241
"4573",8661,NA,8248
"4574",1619,NA,14324
"4575",150,NA,10502
"4576",10120,7100,8910
"4577",2019,NA,13265
"4578",845,NA,8241
"4579",5874,NA,10266
"4580",13367,NA,2980
"4581",7917,NA,5657
"4582",12067,NA,13299
"4583",5768,NA,2136
"4584",3504,NA,939
"4585",10237,NA,4686
"4586",10949,NA,4664
"4587",1748,276,13265
"4588",8645,NA,10580
"4589",8729,NA,10580
"4590",7634,NA,2944
"4591",5923,NA,11522
"4592",2121,NA,1322
"4593",11453,NA,4862
"4594",8513,NA,7342
"4595",8697,NA,4862
"4596",6284,NA,2944
"4597",2267,NA,8248
"4598",12970,NA,3702
"4599",6436,NA,8248
"4600",550,NA,2980
"4601",2893,NA,10502
"4602",2301,9752,4365
"4603",3978,3668,NA
"4604",9675,NA,5657
"4605",5452,NA,2944
"4606",10854,NA,8357
"4607",7238,NA,3021
"4608",4410,6219,951
"4609",7000,NA,11892
"4610",11878,NA,7166
"4611",3822,NA,3702
"4612",9113,276,8910
"4613",10518,NA,5657
"4614",4173,NA,8248
"4615",7766,NA,3021
"4616",13907,14232,3021
"4617",5693,NA,1540
"4618",1590,5370,3021
"4619",6104,NA,3021
"4620",937,NA,3021
"4621",7658,2551,2944
"4622",3623,NA,3021
"4623",2067,NA,2944
"4624",199,9752,687
"4625",2395,12261,10502
"4626",9432,9480,11708
"4627",4821,1109,10760
"4628",12857,5603,7166
"4629",11622,NA,6230
"4630",99,NA,2136
"4631",10961,6670,2735
"4632",13011,1585,2210
"4633",2676,NA,8784
"4634",9502,2510,7816
"4635",12371,540,11510
"4636",842,3668,NA
"4637",8200,13423,4984
"4638",10888,4796,4984
"4639",6264,2510,NA
"4640",789,2510,NA
"4641",12373,3668,NA
"4642",4471,3837,NA
"4643",726,2193,NA
"4644",4960,3502,NA
"4645",4160,13467,NA
"4646",9393,6548,NA
"4647",14179,9373,NA
"4648",6213,13976,NA
"4649",1269,3668,4984
"4650",1441,6526,NA
"4651",4429,4796,NA
"4652",12362,13423,7670
"4653",241,7048,13075
"4654",8954,12861,NA
"4655",4045,540,NA
"4656",14247,4648,13057
"4657",12558,6267,6059
"4658",98,2744,NA
"4659",5479,2193,12387
"4660",7712,2510,12387
"4661",9944,13215,NA
"4662",4318,4345,NA
"4663",7489,12539,NA
"4664",7362,9747,NA
"4665",8848,1011,NA
"4666",9263,3837,NA
"4667",1554,10706,NA
"4668",255,9373,NA
"4669",9671,6548,NA
"4670",4675,2264,NA
"4671",4921,13467,NA
"4672",600,5934,NA
"4673",11310,540,NA
"4674",6260,1108,NA
"4675",11352,3677,9898
"4676",1998,4796,NA
"4677",1347,4796,NA
"4678",5083,9747,10926
"4679",3794,11840,666
"4680",10624,13423,NA
"4681",799,11060,4900
"4682",12483,6053,9243
"4683",767,12016,NA
"4684",1369,9373,NA
"4685",10141,2264,13183
"4686",4458,3837,10926
"4687",8046,8112,13265
"4688",12687,9746,9243
"4689",14113,6767,12310
"4690",2628,NA,13265
"4691",2995,11703,NA
"4692",2456,4989,NA
"4693",3193,1423,11708
"4694",14214,10706,10131
"4695",4763,8459,13265
"4696",10801,9752,NA
"4697",12222,4345,6045
"4698",13097,6267,NA
"4699",8065,4190,9919
"4700",12492,1011,NA
"4701",11625,1738,7455
"4702",5681,7162,10926
"4703",11489,6548,13183
"4704",14293,12861,7516
"4705",1524,3373,NA
"4706",2963,2779,NA
"4707",13350,14220,NA
"4708",5535,2744,13265
"4709",9382,362,13122
"4710",4232,4878,13265
"4711",4681,3668,13309
"4712",8739,2510,687
"4713",6594,7048,4900
"4714",9970,13215,6045
"4715",756,2193,687
"4716",12405,12539,12718
"4717",10731,4345,7516
"4718",513,13467,13265
"4719",1641,5075,NA
"4720",5511,3502,NA
"4721",13803,3026,NA
"4722",1453,853,NA
"4723",7891,7893,7912
"4724",8832,853,NA
"4725",12242,9752,NA
"4726",6432,2193,NA
"4727",804,1423,NA
"4728",3466,7893,NA
"4729",829,7893,NA
"4730",3491,11727,NA
"4731",8010,3373,3957
"4732",8044,3837,NA
"4733",6542,2510,1027
"4734",9861,11703,NA
"4735",11551,2200,NA
"4736",7693,9752,NA
"4737",31,12145,NA
"4738",8795,5075,NA
"4739",3880,14144,13141
"4740",6505,4796,NA
"4741",5902,5980,NA
"4742",5345,2742,NA
"4743",1179,1120,13265
"4744",13008,6526,10926
"4745",7054,13368,NA
"4746",1900,9373,NA
"4747",9790,7162,NA
"4748",4295,13215,NA
"4749",2763,13215,NA
"4750",714,12539,NA
"4751",9317,5739,7455
"4752",7543,1108,NA
"4753",7235,3026,NA
"4754",8713,3668,13265
"4755",9059,540,11660
"4756",1247,540,NA
"4757",13262,12508,NA
"4758",13277,5934,13265
"4759",10210,6548,NA
"4760",2755,7731,NA
"4761",590,1011,NA
"4762",6018,10706,3957
"4763",9722,14220,NA
"4764",4915,6767,NA
"4765",4589,13052,NA
"4766",3078,14189,NA
"4767",8057,2779,NA
"4768",11603,1738,NA
"4769",8609,6739,4916
"4770",7874,4345,NA
"4771",8265,4345,NA
"4772",13528,2264,NA
"4773",12638,13467,4916
"4774",6293,NA,13265
"4775",8810,4190,NA
"4776",13209,12016,NA
"4777",8349,2744,13309
"4778",11120,13222,NA
"4779",12893,7684,NA
"4780",3179,13878,9200
"4781",1960,7048,NA
"4782",3717,6845,9898
"4783",5579,4989,12283
"4784",10461,9747,13265
"4785",3915,13423,9594
"4786",7221,11840,NA
"4787",8166,5691,NA
"4788",4740,13512,NA
"4789",9414,11689,NA
"4790",6034,13368,NA
"4791",5420,3837,NA
"4792",5908,9747,5084
"4793",14183,9993,9898
"4794",12083,10166,NA
"4795",5699,13423,8124
"4796",2561,1011,NA
"4797",12409,6548,NA
"4798",723,12016,NA
"4799",5736,13215,10156
"4800",8768,13215,13265
"4801",2841,6739,NA
"4802",11245,5075,666
"4803",5097,NA,9995
"4804",3876,NA,9995
"4805",10835,2744,5172
"4806",11676,9373,9206
"4807",5246,10706,12631
"4808",7284,6267,NA
"4809",4868,13467,2468
"4810",9522,3502,12631
"4811",9581,406,9594
"4812",10152,7048,12310
"4813",801,4648,NA
"4814",7988,3373,NA
"4815",13405,2510,NA
"4816",1283,3668,13265
"4817",2363,12952,9594
"4818",6481,2640,13265
"4819",6014,14144,NA
"4820",11412,5691,1973
"4821",2340,1120,9995
"4822",9262,1120,9995
"4823",2950,1558,NA
"4824",10684,5980,4916
"4825",9555,13512,12310
"4826",2247,11727,5172
"4827",1076,2264,1333
"4828",432,2264,4916
"4829",13959,9480,13265
"4830",11715,5934,NA
"4831",1911,5739,NA
"4832",6549,9752,NA
"4833",11816,4796,12310
"4834",6628,14176,13316
"4835",8786,5934,NA
"4836",2536,5934,2167
"4837",4397,7122,11708
"4838",925,4648,9919
"4839",9117,13368,8423
"4840",11087,3837,9919
"4841",7204,3373,8910
"4842",6884,12261,6740
"4843",1004,10706,1070
"4844",11859,7140,3559
"4845",10758,13215,8423
"4846",5382,13215,8423
"4847",6637,4345,3286
"4848",12877,10166,9919
"4849",8913,4198,868
"4850",11156,6548,8910
"4851",4305,1011,12163
"4852",13294,13423,NA
"4853",6534,6739,11708
"4854",10504,11840,12163
"4855",9965,11840,12163
"4856",854,2744,2167
"4857",3898,12016,11708
"4858",10571,7048,260
"4859",9640,12952,2210
"4860",5316,3668,9919
"4861",13557,5960,9919
"4862",231,9373,6427
"4863",3277,13222,9919
"4864",510,11737,7516
"4865",12204,9747,8920
"4866",7531,7726,8920
"4867",9519,NA,8910
"4868",3229,7140,3559
"4869",13396,3502,8920
"4870",10052,4345,3286
"4871",3540,6739,11708
"4872",3690,5075,8423
"4873",5357,4670,5657
"4874",13868,12952,8920
"4875",641,6847,6399
"4876",9876,4670,5657
"4877",2213,13243,NA
"4878",13720,11737,7166
"4879",8149,3330,NA
"4880",8238,14220,NA
"4881",11961,12261,NA
"4882",2409,6779,12163
"4883",7257,2510,9919
"4884",4234,1120,2210
"4885",5497,2563,9919
"4886",4749,9752,2167
"4887",5280,4796,4614
"4888",13198,10166,5657
"4889",7956,4325,2210
"4890",4597,4325,2210
"4891",10342,12829,9517
"4892",6216,3659,2320
"4893",6773,7731,2210
"4894",12633,7731,2210
"4895",11238,3373,2136
